pwsid,PWS_name,activity_s,owner_type,d_prin_cnt,d_populati,d_pws_fed_,Area_sqmi,FID_GSA_in,Basin_Numb,Basin_Subb,Basin_Name,GSA_Name,Area_sqm_1,Area_sqm_i,PercArea
CA5000158,FILBIN LAND & CATTLE CO,A,P,STANISLAUS,26,NC,0.007118719,53,5-022,5-022.07,SAN JOAQUIN VALLEY,Northwestern Delta-Mendota GSA,75.34500465,0.007118719,1
CA5010017,"PATTERSON, CITY OF",A,L,STANISLAUS,22679,C,21.48412144,42,5-022,5-022.07,SAN JOAQUIN VALLEY,Patterson Irrigation District GSA,23.96163763,19.84018529,0.923481341
CA5000313,BUEHNER WATER SYSTEM,A,P,STANISLAUS,150,C,0.001462273,42,5-022,5-022.07,SAN JOAQUIN VALLEY,Patterson Irrigation District GSA,23.96163763,0.001462273,1
CA5000480,NEW HOPE CHURCH OF THE NAZARENE,A,P,STANISLAUS,70,NC,0.01422918,42,5-022,5-022.07,SAN JOAQUIN VALLEY,Patterson Irrigation District GSA,23.96163763,0.01422918,1
CA5000005,CROWS LANDING COMM SVC DISTRICT,A,L,STANISLAUS,500,C,0.198207859,39,5-022,5-022.07,SAN JOAQUIN VALLEY,San Joaquin River Exchange Contractors Water Authority GSA,399.1274938,0.045346503,0.22878257
CA1010005,FIREBAUGH CITY,A,L,FRESNO,7619,C,3.589809538,39,5-022,5-022.07,SAN JOAQUIN VALLEY,San Joaquin River Exchange Contractors Water Authority GSA,399.1274938,0.822417546,0.229097822
CA5000213,HAMLET MOTEL,A,P,STANISLAUS,26,NC,0.001283275,39,5-022,5-022.07,SAN JOAQUIN VALLEY,San Joaquin River Exchange Contractors Water Authority GSA,399.1274938,0.000331806,0.258562005
CA2400201,VOLTA COMMUNITY SD,A,L,MERCED,200,C,0.093819995,39,5-022,5-022.07,SAN JOAQUIN VALLEY,San Joaquin River Exchange Contractors Water Authority GSA,399.1274938,0.04116279,0.438742187
CA5010013,CITY OF NEWMAN-WATER DEPARTMENT,A,L,STANISLAUS,11361,C,6.549060028,39,5-022,5-022.07,SAN JOAQUIN VALLEY,San Joaquin River Exchange Contractors Water Authority GSA,399.1274938,3.786717897,0.578207847
CA2410002,CITY OF DOS PALOS,A,L,MERCED,7452,C,5.528570309,39,5-022,5-022.07,SAN JOAQUIN VALLEY,San Joaquin River Exchange Contractors Water Authority GSA,399.1274938,3.332987059,0.602865998
CA1000054,LAS DELTAS MUTUAL WATER SYSTEM,A,P,FRESNO,375,C,2.021184286,39,5-022,5-022.07,SAN JOAQUIN VALLEY,San Joaquin River Exchange Contractors Water Authority GSA,399.1274938,1.816531068,0.898745889
CA2000512,EAST ACRES MUTUAL WATER COMPANY,A,P,MADERA,250,C,0.094499779,39,5-022,5-022.07,SAN JOAQUIN VALLEY,San Joaquin River Exchange Contractors Water Authority GSA,399.1274938,0.094348286,0.998396895
CA2400231,"JOHN B. SANFILIPPO & SON, INC.",A,P,MERCED,102,NTNC,0.13095253,39,5-022,5-022.07,SAN JOAQUIN VALLEY,San Joaquin River Exchange Contractors Water Authority GSA,399.1274938,0.13095253,1
CA2400058,DOS PALOS Y AUCTION YARD,A,P,MERCED,62,NC,0.015226167,39,5-022,5-022.07,SAN JOAQUIN VALLEY,San Joaquin River Exchange Contractors Water Authority GSA,399.1274938,0.015226167,1
CA2400091,CHARLESTON SCHOOL,A,L,MERCED,325,NTNC,0.004990384,39,5-022,5-022.07,SAN JOAQUIN VALLEY,San Joaquin River Exchange Contractors Water Authority GSA,399.1274938,0.004990384,1
CA2400332,DASH DREAM PLANT,A,P,MERCED,34,NTNC,0.036824443,39,5-022,5-022.07,SAN JOAQUIN VALLEY,San Joaquin River Exchange Contractors Water Authority GSA,399.1274938,0.036824443,1
CA5000236,JAMES L. CUSTER/WALNUT GROVE APTS.,I,P,STANISLAUS,1,NP,0.000914996,39,5-022,5-022.07,SAN JOAQUIN VALLEY,San Joaquin River Exchange Contractors Water Authority GSA,399.1274938,0.000914996,1
CA2000800,MARQUEZ RENTAL,A,P,MADERA,50,C,0.02268552,39,5-022,5-022.07,SAN JOAQUIN VALLEY,San Joaquin River Exchange Contractors Water Authority GSA,399.1274938,0.02268552,1
CA5000408,WESTLEY CSD,A,L,STANISLAUS,70,C,0.097603843,40,5-022,5-022.07,SAN JOAQUIN VALLEY,West Stanislaus Irrigation District GSA,33.78901524,0.097365876,0.997561908
CA5010007,HILLSVIEW HOMES,A,L,STANISLAUS,887,C,0.099826833,40,5-022,5-022.07,SAN JOAQUIN VALLEY,West Stanislaus Irrigation District GSA,33.78901524,0.099588866,0.997616201
CA5010033,CITY OF MODESTO - GRAYSON,A,L,STANISLAUS,871,C,0.188312531,40,5-022,5-022.07,SAN JOAQUIN VALLEY,West Stanislaus Irrigation District GSA,33.78901524,0.188046657,0.998588121
CA3901031,ORCHARD RESTAURANT,A,P,SAN JOAQUIN,100,C,0.054784473,40,5-022,5-022.07,SAN JOAQUIN VALLEY,West Stanislaus Irrigation District GSA,33.78901524,0.054784473,1
CA1010024,CWS - SELMA,A,P,FRESNO,26016,C,5.854755768,29,5-022,5-022.08,SAN JOAQUIN VALLEY,Central Kings GSA,236.5566121,5.76574044,0.984796065
CA1000486,LION RAISINS PACKING COMPANY,A,P,FRESNO,80,NTNC,0.090373225,29,5-022,5-022.08,SAN JOAQUIN VALLEY,Central Kings GSA,236.5566121,0.089679983,0.992329116
CA1000196,RIVERVIEW SCHOOL,A,L,FRESNO,469,NTNC,0.014753608,29,5-022,5-022.08,SAN JOAQUIN VALLEY,Central Kings GSA,236.5566121,0.014676074,0.994744768
CA1000635,SELMA QUICK STOP,A,P,FRESNO,50,NC,0.00094613,29,5-022,5-022.08,SAN JOAQUIN VALLEY,Central Kings GSA,236.5566121,0.000944795,0.998589246
CA1000634,SUPER DRIVE IN,A,P,FRESNO,50,NC,0.001775921,29,5-022,5-022.08,SAN JOAQUIN VALLEY,Central Kings GSA,236.5566121,0.001774586,0.999248414
CA1000541,FRESNO VALVES & CASTINGS,A,P,FRESNO,190,NTNC,0.041443765,29,5-022,5-022.08,SAN JOAQUIN VALLEY,Central Kings GSA,236.5566121,0.041432164,0.999720076
CA1000411,O'NEILL VINTNERS & DISTILLERS,A,P,FRESNO,90,NTNC,0.555529939,29,5-022,5-022.08,SAN JOAQUIN VALLEY,Central Kings GSA,236.5566121,0.555452405,0.999860433
CA1000204,AMERICAN UNION SCHOOL,A,L,FRESNO,250,NTNC,0.028517554,29,5-022,5-022.08,SAN JOAQUIN VALLEY,Central Kings GSA,236.5566121,0.028517164,0.99998633
CA1000540,"BHANDAL, INC",A,P,FRESNO,25,NC,0.003078391,29,5-022,5-022.08,SAN JOAQUIN VALLEY,Central Kings GSA,236.5566121,0.003078391,1
CA5400536,KINGS RIVER ESTATES MUTUAL WATER COMPANY,A,P,TULARE,106,C,0.034490796,29,5-022,5-022.08,SAN JOAQUIN VALLEY,Central Kings GSA,236.5566121,0.034490796,1
CA1000580,CAMPOS BROS. FARMS,A,P,FRESNO,150,NTNC,0.336911853,29,5-022,5-022.08,SAN JOAQUIN VALLEY,Central Kings GSA,236.5566121,0.336911853,1
CA1000534,CHOOLJIAN BROS PACKING CO,A,P,FRESNO,30,NTNC,0.031144357,29,5-022,5-022.08,SAN JOAQUIN VALLEY,Central Kings GSA,236.5566121,0.031144357,1
CA1000457,CHURCH OF THE REDEEMER,A,P,FRESNO,120,NC,0.003688703,29,5-022,5-022.08,SAN JOAQUIN VALLEY,Central Kings GSA,236.5566121,0.003688703,1
CA1000279,U.C. KEARNEY FIELD STATION,A,S,FRESNO,250,NTNC,0.028424038,29,5-022,5-022.08,SAN JOAQUIN VALLEY,Central Kings GSA,236.5566121,0.028424038,1
CA1000566,FOSTER FARMS - CEDAR HATCHERY,A,P,FRESNO,35,NTNC,0.06233894,29,5-022,5-022.08,SAN JOAQUIN VALLEY,Central Kings GSA,236.5566121,0.06233894,1
CA1000520,"JOSAN AND JOSAN, INC.",A,P,FRESNO,402,NC,0.026351569,29,5-022,5-022.08,SAN JOAQUIN VALLEY,Central Kings GSA,236.5566121,0.026351569,1
CA1000315,CLAY JOINT ELEMENTARY SCHOOL,A,L,FRESNO,275,NTNC,0.01088709,29,5-022,5-022.08,SAN JOAQUIN VALLEY,Central Kings GSA,236.5566121,0.01088709,1
CA1000480,FOWLER PACKING COMPANY,A,P,FRESNO,470,NTNC,0.054537829,29,5-022,5-022.08,SAN JOAQUIN VALLEY,Central Kings GSA,236.5566121,0.054537829,1
CA1000526,HARRIS RANCH BEEF CO,A,P,FRESNO,25,NTNC,0.051209998,29,5-022,5-022.08,SAN JOAQUIN VALLEY,Central Kings GSA,236.5566121,0.051209998,1
CA1010039,CARUTHERS COMM SERV DIST,A,L,FRESNO,2503,C,0.563770799,29,5-022,5-022.08,SAN JOAQUIN VALLEY,Central Kings GSA,236.5566121,0.563770799,1
CA1000576,LONE STAR DEHYDRATOR,A,P,FRESNO,175,NTNC,0.178613009,29,5-022,5-022.08,SAN JOAQUIN VALLEY,Central Kings GSA,236.5566121,0.178613009,1
CA1000629,KINGS RIVER WINERY,A,P,FRESNO,50,NC,0.059973933,29,5-022,5-022.08,SAN JOAQUIN VALLEY,Central Kings GSA,236.5566121,0.059973933,1
CA1000575,POINDEXTER NUT COMPANY,A,P,FRESNO,50,NTNC,0.121485523,29,5-022,5-022.08,SAN JOAQUIN VALLEY,Central Kings GSA,236.5566121,0.121485523,1
CA1000295,KINGS PARK APARTMENTS,A,P,FRESNO,120,C,0.004914852,29,5-022,5-022.08,SAN JOAQUIN VALLEY,Central Kings GSA,236.5566121,0.004914852,1
CA1000192,MONROE SCHOOL,A,L,FRESNO,200,NTNC,0.017186317,29,5-022,5-022.08,SAN JOAQUIN VALLEY,Central Kings GSA,236.5566121,0.017186317,1
CA1000452,RAY MOLES FARMS (MARKS AVE),I,P,FRESNO,90,NP,0.237856565,29,5-022,5-022.08,SAN JOAQUIN VALLEY,Central Kings GSA,236.5566121,0.237856565,1
CA1000545,SELMA EXXON TIGER MART,A,P,FRESNO,203,NC,0.002105542,29,5-022,5-022.08,SAN JOAQUIN VALLEY,Central Kings GSA,236.5566121,0.002105542,1
CA1000592,SHANT BHAVAN PUNJABI FUNERAL HOME,A,P,FRESNO,250,NC,0.002258292,29,5-022,5-022.08,SAN JOAQUIN VALLEY,Central Kings GSA,236.5566121,0.002258292,1
CA1000578,WEST TECH INDUSTRIAL PARK,A,P,FRESNO,42,NTNC,0.02773212,29,5-022,5-022.08,SAN JOAQUIN VALLEY,Central Kings GSA,236.5566121,0.02773212,1
CA1000593,VIE-DEL COMPANY,A,P,FRESNO,60,NTNC,0.158613647,29,5-022,5-022.08,SAN JOAQUIN VALLEY,Central Kings GSA,236.5566121,0.158613647,1
CA1000565,USDA AGRICULTURAL RESEARCH SERVICE,A,F,FRESNO,130,NTNC,0.018164999,29,5-022,5-022.08,SAN JOAQUIN VALLEY,Central Kings GSA,236.5566121,0.018164999,1
CA1000200,RUBYS VALLEY CARE HOME,A,P,FRESNO,75,C,0.005428421,29,5-022,5-022.08,SAN JOAQUIN VALLEY,Central Kings GSA,236.5566121,0.005428421,1
CA1000468,CARUTHERS RAISIN PACKING CO,A,P,FRESNO,150,NTNC,0.031612885,29,5-022,5-022.08,SAN JOAQUIN VALLEY,Central Kings GSA,236.5566121,0.031612885,1
CA1000194,PACIFIC UNION ELEMENTARY SCHOOL,A,L,FRESNO,490,NTNC,0.027486242,29,5-022,5-022.08,SAN JOAQUIN VALLEY,Central Kings GSA,236.5566121,0.027486242,1
CA1000075,TRACT 1199 WATER SYSTEM,A,P,FRESNO,25,C,0.010739877,29,5-022,5-022.08,SAN JOAQUIN VALLEY,Central Kings GSA,236.5566121,0.010739877,1
CA1000187,INDIANOLA SCHOOL,A,L,FRESNO,511,NTNC,0.015458931,29,5-022,5-022.08,SAN JOAQUIN VALLEY,Central Kings GSA,236.5566121,0.015458931,1
CA1000198,TERRY SCHOOL,A,L,FRESNO,236,NTNC,0.014810733,29,5-022,5-022.08,SAN JOAQUIN VALLEY,Central Kings GSA,236.5566121,0.014810733,1
CA1000440,HMC GROUP COLD STORAGE,A,P,FRESNO,580,NTNC,0.032348452,29,5-022,5-022.08,SAN JOAQUIN VALLEY,Central Kings GSA,236.5566121,0.032348452,1
CA1000181,ALVINA SCHOOL,A,L,FRESNO,240,NTNC,0.014458311,29,5-022,5-022.08,SAN JOAQUIN VALLEY,Central Kings GSA,236.5566121,0.014458311,1
CA1000462,FOUR BAR C FARMS,A,P,FRESNO,40,NC,0.023155237,29,5-022,5-022.08,SAN JOAQUIN VALLEY,Central Kings GSA,236.5566121,0.023155237,1
CA1000324,MANNING GARDENS CARE CENTER INC,A,P,FRESNO,176,C,0.004331713,29,5-022,5-022.08,SAN JOAQUIN VALLEY,Central Kings GSA,236.5566121,0.004331713,1
CA1000199,FOWLER CARE CENTER,A,P,FRESNO,46,C,0.001791033,29,5-022,5-022.08,SAN JOAQUIN VALLEY,Central Kings GSA,236.5566121,0.001791033,1
CA1000367,SELMA HIGH SCHOOL,A,L,FRESNO,2225,NTNC,0.088310485,29,5-022,5-022.08,SAN JOAQUIN VALLEY,Central Kings GSA,236.5566121,0.088310485,1
CA1010034,"SAN JOAQUIN, CITY OF",A,L,FRESNO,4060,C,1.108785733,24,5-022,5-022.08,SAN JOAQUIN VALLEY,James GSA,45.38193291,1.108785733,1
CA1000637,JEHOVAH'S WITNESSES CHURCH,A,P,FRESNO,275,NC,0.003883925,26,5-022,5-022.08,SAN JOAQUIN VALLEY,Kings River East GSA,298.9436956,0.000498908,0.128454559
CA5410008,OROSI PUBLIC UTILITY DISTRICT,A,L,TULARE,8770,C,1.387184812,26,5-022,5-022.08,SAN JOAQUIN VALLEY,Kings River East GSA,298.9436956,0.278089164,0.200470162
CA5410001,CUTLER PUD,A,L,TULARE,6200,C,1.039385593,26,5-022,5-022.08,SAN JOAQUIN VALLEY,Kings River East GSA,298.9436956,0.278089164,0.26755149
CA5410001,CUTLER PUD,A,L,TULARE,6200,C,1.039385593,26,5-022,5-022.08,SAN JOAQUIN VALLEY,Kings River East GSA,298.9436956,0.761296429,0.73244851
CA5410008,OROSI PUBLIC UTILITY DISTRICT,A,L,TULARE,8770,C,1.387184812,26,5-022,5-022.08,SAN JOAQUIN VALLEY,Kings River East GSA,298.9436956,1.056081144,0.761312505
CA1000637,JEHOVAH'S WITNESSES CHURCH,A,P,FRESNO,275,NC,0.003883925,26,5-022,5-022.08,SAN JOAQUIN VALLEY,Kings River East GSA,298.9436956,0.003385017,0.871545441
CA1000247,SHERWOOD FOREST MHP,A,P,FRESNO,75,C,0.017503174,26,5-022,5-022.08,SAN JOAQUIN VALLEY,Kings River East GSA,298.9436956,0.016531498,0.944485743
CA5403213,TEEN CHALLENGE,A,P,TULARE,130,C,0.016440899,26,5-022,5-022.08,SAN JOAQUIN VALLEY,Kings River East GSA,298.9436956,0.016287377,0.99066223
CA1000407,GEORGE COX WATER SYSTEM,A,P,FRESNO,40,C,0.010916183,26,5-022,5-022.08,SAN JOAQUIN VALLEY,Kings River East GSA,298.9436956,0.010851909,0.994112056
CA1000599,SHERWOOD FOREST GOLF CLUB,A,P,FRESNO,80,NC,0.168755737,26,5-022,5-022.08,SAN JOAQUIN VALLEY,Kings River East GSA,298.9436956,0.167784061,0.994242118
CA1000644,IMMANUEL SPORTS COMPLEX,A,P,FRESNO,25,NC,0.045159794,26,5-022,5-022.08,SAN JOAQUIN VALLEY,Kings River East GSA,298.9436956,0.045006273,0.996600486
CA1010027,"REEDLEY, CITY OF",A,L,FRESNO,24194,C,4.812691868,26,5-022,5-022.08,SAN JOAQUIN VALLEY,Kings River East GSA,298.9436956,4.804158675,0.99822694
CA1000096,FCPG/AVOCADO LAKE PARK,A,L,FRESNO,102,NC,0.340176546,26,5-022,5-022.08,SAN JOAQUIN VALLEY,Kings River East GSA,298.9436956,0.340054219,0.999640403
CA1000270,FCPG/CHOINUMNI CAMPGROUND,A,P,FRESNO,52,NC,0.133472663,26,5-022,5-022.08,SAN JOAQUIN VALLEY,Kings River East GSA,298.9436956,0.133472663,1
CA5403212,MONSON WATER SYSTEM,A,L,TULARE,140,C,0.506512341,26,5-022,5-022.08,SAN JOAQUIN VALLEY,Kings River East GSA,298.9436956,0.506512341,1
CA1000625,DINO MART 1,A,P,FRESNO,25,NC,0.028407766,26,5-022,5-022.08,SAN JOAQUIN VALLEY,Kings River East GSA,298.9436956,0.028407766,1
CA5401076,GOLDEN STATE VINTNERS CUTLER,A,P,TULARE,46,NTNC,0.026910256,26,5-022,5-022.08,SAN JOAQUIN VALLEY,Kings River East GSA,298.9436956,0.026910256,1
CA1000021,FCSA #05/WILDWOOD ISLAND,A,L,FRESNO,417,C,0.177664289,26,5-022,5-022.08,SAN JOAQUIN VALLEY,Kings River East GSA,298.9436956,0.177664289,1
CA5401003,EAST OROSI CSD,A,L,TULARE,932,C,0.082711079,26,5-022,5-022.08,SAN JOAQUIN VALLEY,Kings River East GSA,298.9436956,0.082711079,1
CA5410017,LONDON COMMUNITY SERV DIST,A,L,TULARE,2138,C,0.29640151,26,5-022,5-022.08,SAN JOAQUIN VALLEY,Kings River East GSA,298.9436956,0.29640151,1
CA5401074,BOB WILEY DETENTION FACILITY,A,L,TULARE,1130,NTNC,0.023806547,26,5-022,5-022.08,SAN JOAQUIN VALLEY,Kings River East GSA,298.9436956,0.023806547,1
CA5400824,SULTANA CSD,A,L,TULARE,775,C,0.495844818,26,5-022,5-022.08,SAN JOAQUIN VALLEY,Kings River East GSA,298.9436956,0.495844818,1
CA5400550,SEVILLE WATER CO,A,P,TULARE,400,C,0.186215144,26,5-022,5-022.08,SAN JOAQUIN VALLEY,Kings River East GSA,298.9436956,0.186215144,1
CA5400546,LOPEZ LABOR CAMP,I,P,TULARE,50,NC,0.003942046,26,5-022,5-022.08,SAN JOAQUIN VALLEY,Kings River East GSA,298.9436956,0.003942046,1
CA1010023,CITY OF ORANGE COVE,A,L,FRESNO,9780,C,1.78887938,26,5-022,5-022.08,SAN JOAQUIN VALLEY,Kings River East GSA,298.9436956,1.78887938,1
CA1000507,GILLETTE CITRUS COMPANY,A,P,FRESNO,74,NTNC,0.08828564,26,5-022,5-022.08,SAN JOAQUIN VALLEY,Kings River East GSA,298.9436956,0.08828564,1
CA5403084,FAIRWAY MUTUAL WATER CO,A,P,TULARE,126,C,0.022533648,26,5-022,5-022.08,SAN JOAQUIN VALLEY,Kings River East GSA,298.9436956,0.022533648,1
CA5403043,YETTEM WATER SYSTEM,A,L,TULARE,350,C,0.275269408,26,5-022,5-022.08,SAN JOAQUIN VALLEY,Kings River East GSA,298.9436956,0.275269408,1
CA1000479,FRANZIA WINERY-SANGER,A,P,FRESNO,39,NTNC,0.027666301,26,5-022,5-022.08,SAN JOAQUIN VALLEY,Kings River East GSA,298.9436956,0.027666301,1
CA1000193,NAVELENCIA SCHOOL,A,L,FRESNO,330,NTNC,0.019367669,26,5-022,5-022.08,SAN JOAQUIN VALLEY,Kings River East GSA,298.9436956,0.019367669,1
CA1000608,GERAWAN FRUIT PACKING,A,P,FRESNO,298,NC,0.320269865,26,5-022,5-022.08,SAN JOAQUIN VALLEY,Kings River East GSA,298.9436956,0.320269865,1
CA1000426,RIVERBEND MOBILE HOME & RV PARK,A,P,FRESNO,400,C,0.03514419,26,5-022,5-022.08,SAN JOAQUIN VALLEY,Kings River East GSA,298.9436956,0.03514419,1
