pwsid,PWS_name,activity_s,owner_type,d_prin_cnt,d_populati,d_pws_fed_,d_last_inv,d_last_upd,source_tab,county_fip,state,Area_sqmi,FID_GSA_in,Basin_Numb,Basin_Subb,Basin_Name,GSA_Name,Area_sqm_1,Area_sqm_i,PercArea
CA1610009,KETTLEMAN CITY CSD,A,L,KINGS,1450,C,2/22/19 0:00,12/5/18 0:00,2/10/20 0:00,31,CA,1.008153223,72,5-022,5-022.12,SAN JOAQUIN VALLEY,Southwest Kings GSA,140.4183009,0.736802632,0.730843898
CA5410050,ALPAUGH COMMUNITY SERVICES DISTRICT,A,L,TULARE,1026,C,7/16/19 0:00,2/8/18 0:00,2/10/20 0:00,107,CA,0.245674696,97,5-022,5-022.13,SAN JOAQUIN VALLEY,Alpaugh GSA,22.66085546,0.245674696,1
CA5410024,RICHGROVE COMMUNITY SERVICES DISTRICT,A,L,TULARE,1617,C,12/17/18 0:00,12/17/18 0:00,2/10/20 0:00,107,CA,0.565358561,96,5-022,5-022.13,SAN JOAQUIN VALLEY,Delano-Earlimart Irrigation District GSA,101.2257184,0.513538952,0.908342047
CA5410021,EARLIMART PUD,A,L,TULARE,8800,C,6/20/19 0:00,5/30/18 0:00,2/10/20 0:00,107,CA,1.519225687,96,5-022,5-022.13,SAN JOAQUIN VALLEY,Delano-Earlimart Irrigation District GSA,101.2257184,1.516596684,0.998269512
CA5400964,SIERRA VISTA ASSN,A,P,TULARE,44,C,8/6/19 0:00,1/9/15 0:00,2/10/20 0:00,107,CA,0.007158549,96,5-022,5-022.13,SAN JOAQUIN VALLEY,Delano-Earlimart Irrigation District GSA,101.2257184,0.007158549,1
CA5400735,RODRIGUEZ LABOR CAMP,A,P,TULARE,110,C,7/20/18 0:00,1/9/15 0:00,2/10/20 0:00,107,CA,0.019860628,96,5-022,5-022.13,SAN JOAQUIN VALLEY,Delano-Earlimart Irrigation District GSA,101.2257184,0.019860628,1
CA5410010,"PORTERVILLE, CITY OF",A,L,TULARE,65702,C,7/30/19 0:00,7/10/18 0:00,2/10/20 0:00,107,CA,14.23162376,98,5-022,5-022.13,SAN JOAQUIN VALLEY,Eastern Tule GSA,251.3395795,13.87474544,0.97492357
CA5410038,TERRA BELLA IRRIGATION DISTRICT - TBT,A,L,TULARE,4957,C,12/31/19 0:00,9/18/18 0:00,2/10/20 0:00,107,CA,21.68778417,98,5-022,5-022.13,SAN JOAQUIN VALLEY,Eastern Tule GSA,251.3395795,21.55491545,0.993873568
CA5400655,CENTRAL MUTUAL WATER CO,A,P,TULARE,119,C,8/6/19 0:00,6/4/19 0:00,2/10/20 0:00,107,CA,0.03033669,98,5-022,5-022.13,SAN JOAQUIN VALLEY,Eastern Tule GSA,251.3395795,0.030321914,0.999512925
CA5400529,SHADY GROVE  MHP,A,P,TULARE,95,C,8/6/19 0:00,7/17/19 0:00,2/10/20 0:00,107,CA,0.005073115,98,5-022,5-022.13,SAN JOAQUIN VALLEY,Eastern Tule GSA,251.3395795,0.00507309,0.999994989
CA5400769,FOOTHILL APARTMENTS,A,P,TULARE,41,C,8/12/19 0:00,6/21/18 0:00,2/10/20 0:00,107,CA,0.00228641,98,5-022,5-022.13,SAN JOAQUIN VALLEY,Eastern Tule GSA,251.3395795,0.00228641,1
CA5400604,MOUNTAIN VIEW DUPLEXES,A,P,TULARE,103,C,8/6/19 0:00,7/17/19 0:00,2/10/20 0:00,107,CA,0.010370955,98,5-022,5-022.13,SAN JOAQUIN VALLEY,Eastern Tule GSA,251.3395795,0.010370955,1
CA5400651,BEVERLY GRAND MUTUAL WATER,A,P,TULARE,92,C,8/28/19 0:00,4/17/19 0:00,2/10/20 0:00,107,CA,0.012316431,98,5-022,5-022.13,SAN JOAQUIN VALLEY,Eastern Tule GSA,251.3395795,0.012316431,1
CA5400542,DUCOR CSD,A,P,TULARE,535,C,1/6/20 0:00,5/7/19 0:00,2/10/20 0:00,107,CA,0.411814292,98,5-022,5-022.13,SAN JOAQUIN VALLEY,Eastern Tule GSA,251.3395795,0.411814292,1
CA5400666,DEL ORO GRANDVIEW GARDENS DISTRICT,A,P,TULARE,327,C,12/13/19 0:00,7/23/19 0:00,2/10/20 0:00,107,CA,0.040160556,98,5-022,5-022.13,SAN JOAQUIN VALLEY,Eastern Tule GSA,251.3395795,0.040160556,1
CA5400504,A AND A  MOBILE HOME PARK,A,P,TULARE,154,C,8/5/19 0:00,4/10/19 0:00,2/10/20 0:00,107,CA,0.006518115,98,5-022,5-022.13,SAN JOAQUIN VALLEY,Eastern Tule GSA,251.3395795,0.006518115,1
CA5410048,PORTERVILLE-JONES CORNER,A,L,TULARE,339,C,12/17/18 0:00,1/9/15 0:00,2/10/20 0:00,107,CA,0.056621421,98,5-022,5-022.13,SAN JOAQUIN VALLEY,Eastern Tule GSA,251.3395795,0.056621421,1
CA5401038,AKIN WATER CO,A,P,TULARE,86,C,8/5/19 0:00,4/3/17 0:00,2/10/20 0:00,107,CA,0.012705507,98,5-022,5-022.13,SAN JOAQUIN VALLEY,Eastern Tule GSA,251.3395795,0.012705507,1
CA5400935,CWS - MULLEN WATER COMPANY,A,P,TULARE,138,C,7/31/18 0:00,7/5/17 0:00,2/10/20 0:00,107,CA,0.055159242,98,5-022,5-022.13,SAN JOAQUIN VALLEY,Eastern Tule GSA,251.3395795,0.055159242,1
CA5410801,PORTERVILLE DEVELOPMENTAL CENTER,A,S,TULARE,1500,C,5/6/19 0:00,5/6/19 0:00,2/10/20 0:00,107,CA,0.427832704,98,5-022,5-022.13,SAN JOAQUIN VALLEY,Eastern Tule GSA,251.3395795,0.427832704,1
CA5400602,EAGLE'S NEST RESORT,A,P,TULARE,278,C,2/7/20 0:00,2/3/20 0:00,2/10/20 0:00,107,CA,0.006930014,98,5-022,5-022.13,SAN JOAQUIN VALLEY,Eastern Tule GSA,251.3395795,0.006930014,1
CA5400767,DEL ORO EAST PLANO DISTRICT,A,P,TULARE,46,C,8/2/18 0:00,7/25/19 0:00,2/10/20 0:00,107,CA,0.006505799,98,5-022,5-022.13,SAN JOAQUIN VALLEY,Eastern Tule GSA,251.3395795,0.006505799,1
CA5400875,VILLAGE APARTMENTS,A,P,TULARE,25,C,1/27/20 0:00,10/11/18 0:00,2/10/20 0:00,107,CA,0.007737662,98,5-022,5-022.13,SAN JOAQUIN VALLEY,Eastern Tule GSA,251.3395795,0.007737662,1
CA5410026,POPLAR COMM SERVICE DIST,A,L,TULARE,2200,C,7/16/19 0:00,6/1/17 0:00,2/10/20 0:00,107,CA,0.644715428,99,5-022,5-022.13,SAN JOAQUIN VALLEY,Lower Tule River Irrigation District GSA,163.9192866,0.603185706,0.935584413
CA5410025,WOODVILLE PUBLIC UTILITY DIST,A,L,TULARE,1673,C,5/25/16 0:00,6/1/17 0:00,2/10/20 0:00,107,CA,0.525444188,99,5-022,5-022.13,SAN JOAQUIN VALLEY,Lower Tule River Irrigation District GSA,163.9192866,0.525444188,1
CA5400792,WOODVILLE FARM LABOR CENTER,A,P,TULARE,688,C,10/23/19 0:00,5/3/19 0:00,2/10/20 0:00,107,CA,0.144242879,99,5-022,5-022.13,SAN JOAQUIN VALLEY,Lower Tule River Irrigation District GSA,163.9192866,0.144242879,1
CA5410014,TIPTON COMMUNITY SERVICES DIST,A,L,TULARE,2543,C,7/16/19 0:00,7/16/19 0:00,2/10/20 0:00,107,CA,1.067760876,99,5-022,5-022.13,SAN JOAQUIN VALLEY,Lower Tule River Irrigation District GSA,163.9192866,1.067760876,1
CA5400718,WILLIAMS MUTUAL  WATER CO,A,P,TULARE,180,C,8/6/19 0:00,1/9/15 0:00,2/10/20 0:00,107,CA,0.075791131,99,5-022,5-022.13,SAN JOAQUIN VALLEY,Lower Tule River Irrigation District GSA,163.9192866,0.075791131,1
CA5400641,TEVISTON CSD,A,L,TULARE,343,C,8/5/19 0:00,12/13/18 0:00,2/10/20 0:00,107,CA,0.299208989,100,5-022,5-022.13,SAN JOAQUIN VALLEY,Pixley Irrigation District GSA,109.1976165,0.299208989,1
CA5410009,PIXLEY PUBLIC UTIL DIST,A,L,TULARE,2709,C,1/17/20 0:00,7/16/19 0:00,2/10/20 0:00,107,CA,1.42273399,100,5-022,5-022.13,SAN JOAQUIN VALLEY,Pixley Irrigation District GSA,109.1976165,1.42273399,1
CA5400544,ALLENSWORTH CSD,A,L,TULARE,521,C,10/24/19 0:00,6/30/17 0:00,2/10/20 0:00,107,CA,1.22358684,102,5-022,5-022.13,SAN JOAQUIN VALLEY,Tri-County Water Authority GSA - Tule,94.96881986,1.22358684,1
CA1510011,BUTTONWILLOW CWD,A,L,KERN,1508,C,11/6/19 0:00,12/5/18 0:00,2/10/20 0:00,29,CA,0.372687443,86,5-022,5-022.14,SAN JOAQUIN VALLEY,Buena Vista Water Storage District GSA,79.76881109,0.359922557,0.965749085
CA1500152,MIRASOL COMPANY WATER SYSTEM,A,P,KERN,26,C,9/18/18 0:00,9/18/18 0:00,2/10/20 0:00,29,CA,0.018094198,86,5-022,5-022.14,SAN JOAQUIN VALLEY,Buena Vista Water Storage District GSA,79.76881109,0.018094198,1
CA1510015,OILDALE MWC,A,P,KERN,34133,C,7/29/19 0:00,12/5/18 0:00,2/10/20 0:00,29,CA,16.95136448,90,5-022,5-022.14,SAN JOAQUIN VALLEY,Cawelo Water District GSA,98.33488023,2.541370724,0.149921307
CA1502320,LERDO SHERIFF S FACILITY,A,M,KERN,2800,C,9/18/18 0:00,1/9/15 0:00,2/10/20 0:00,29,CA,0.339598896,90,5-022,5-022.14,SAN JOAQUIN VALLEY,Cawelo Water District GSA,98.33488023,0.33372469,0.982702516
CA1510013,"MCFARLAND, CITY OF",A,L,KERN,15105,C,9/3/19 0:00,9/18/18 0:00,2/10/20 0:00,29,CA,2.118924641,83,5-022,5-022.14,SAN JOAQUIN VALLEY,City of McFarland GSA,2.666456536,2.07987512,0.981571067
CA1510024,GREENFIELD COUNTY WD,A,L,KERN,10131,C,12/31/19 0:00,9/18/18 0:00,2/10/20 0:00,29,CA,2.862071301,87,5-022,5-022.14,SAN JOAQUIN VALLEY,Greenfield County Water District GSA,3.440350644,2.828124656,0.988139134
CA1510015,OILDALE MWC,A,P,KERN,34133,C,7/29/19 0:00,12/5/18 0:00,2/10/20 0:00,29,CA,16.95136448,88,5-022,5-022.14,SAN JOAQUIN VALLEY,Kern Groundwater Authority GSA,1592.495818,4.030367961,0.237760681
CA1500599,CHOCTAW VALLEY MUTUAL WATER CO.,A,P,KERN,44,C,7/29/19 0:00,1/9/15 0:00,2/10/20 0:00,29,CA,0.11371614,88,5-022,5-022.14,SAN JOAQUIN VALLEY,Kern Groundwater Authority GSA,1592.495818,0.037723394,0.331732981
CA1510012,LAMONT PUBLIC UTILITY DIST,A,L,KERN,19057,C,1/10/20 0:00,9/14/17 0:00,2/10/20 0:00,29,CA,3.651195907,88,5-022,5-022.14,SAN JOAQUIN VALLEY,Kern Groundwater Authority GSA,1592.495818,1.586626261,0.434549748
CA1500557,STOCKDALE RANCHOS MUTUAL WATER CO,A,P,KERN,393,C,6/25/19 0:00,9/18/18 0:00,2/10/20 0:00,29,CA,0.151967033,88,5-022,5-022.14,SAN JOAQUIN VALLEY,Kern Groundwater Authority GSA,1592.495818,0.102406222,0.673871298
CA1510029,VAUGHN WC INC,A,P,KERN,32330,C,12/13/19 0:00,9/18/18 0:00,2/10/20 0:00,29,CA,29.9407322,88,5-022,5-022.14,SAN JOAQUIN VALLEY,Kern Groundwater Authority GSA,1592.495818,23.25584469,0.776729324
CA1502750,RIVERVIEW HOMEOWNERS ASSOCIATION,A,P,KERN,40,C,8/12/19 0:00,1/9/15 0:00,2/10/20 0:00,29,CA,0.68750418,88,5-022,5-022.14,SAN JOAQUIN VALLEY,Kern Groundwater Authority GSA,1592.495818,0.585705981,0.851930793
CA1500314,DEL ORO WC - COUNTRY ESTATES DIST,A,P,KERN,297,C,7/3/19 0:00,8/1/18 0:00,2/10/20 0:00,29,CA,0.120188226,88,5-022,5-022.14,SAN JOAQUIN VALLEY,Kern Groundwater Authority GSA,1592.495818,0.103100283,0.857823482
CA1500483,ALLEN ROAD MUTUAL WATER SYSTEM,A,P,KERN,195,C,2/21/19 0:00,5/25/16 0:00,2/10/20 0:00,29,CA,0.093402612,88,5-022,5-022.14,SAN JOAQUIN VALLEY,Kern Groundwater Authority GSA,1592.495818,0.084796925,0.907864605
CA1502663,TOWN & COUNTRY WATER COMPANY,A,P,KERN,73,C,3/22/19 0:00,5/25/16 0:00,2/10/20 0:00,29,CA,0.126262089,88,5-022,5-022.14,SAN JOAQUIN VALLEY,Kern Groundwater Authority GSA,1592.495818,0.118046402,0.934931483
CA1510021,"WASCO, CITY OF",A,L,KERN,22690,C,12/13/19 0:00,6/5/18 0:00,2/10/20 0:00,29,CA,9.595892899,88,5-022,5-022.14,SAN JOAQUIN VALLEY,Kern Groundwater Authority GSA,1592.495818,9.140026869,0.952493631
CA1500507,ST. CLAIR RANCHOS MUTUAL WATER CO.,A,P,KERN,105,C,12/11/19 0:00,5/16/19 0:00,2/10/20 0:00,29,CA,0.123813413,88,5-022,5-022.14,SAN JOAQUIN VALLEY,Kern Groundwater Authority GSA,1592.495818,0.118374975,0.956075531
CA1500575,SAN JOAQUIN ESTATES MUTUAL WATER COMPANY,A,P,KERN,165,C,8/9/18 0:00,1/9/15 0:00,2/10/20 0:00,29,CA,0.154484733,88,5-022,5-022.14,SAN JOAQUIN VALLEY,Kern Groundwater Authority GSA,1592.495818,0.147896646,0.95735445
CA1500494,WILSON ROAD WATER COMMUNITY,A,P,KERN,66,C,8/9/18 0:00,5/24/16 0:00,2/10/20 0:00,29,CA,0.080887576,88,5-022,5-022.14,SAN JOAQUIN VALLEY,Kern Groundwater Authority GSA,1592.495818,0.078102957,0.965574207
CA1510046,LOST HILLS UTILITY DISTRICT,A,P,KERN,2412,C,12/13/19 0:00,6/7/16 0:00,2/10/20 0:00,29,CA,120.8743963,88,5-022,5-022.14,SAN JOAQUIN VALLEY,Kern Groundwater Authority GSA,1592.495818,118.1913536,0.977803052
CA1500535,MANON MANOR MUTUAL WATER COMPANY,A,P,KERN,200,C,12/12/18 0:00,1/9/15 0:00,2/10/20 0:00,29,CA,0.119959161,88,5-022,5-022.14,SAN JOAQUIN VALLEY,Kern Groundwater Authority GSA,1592.495818,0.118833074,0.990612745
CA1510005,"DELANO, CITY OF",A,L,KERN,52658,C,2/4/20 0:00,7/12/19 0:00,2/10/20 0:00,29,CA,11.21749036,88,5-022,5-022.14,SAN JOAQUIN VALLEY,Kern Groundwater Authority GSA,1592.495818,11.12024763,0.991331151
CA1503669,NORTH KRANENBURG WS,A,P,KERN,33,C,5/25/16 0:00,5/28/15 0:00,2/10/20 0:00,29,CA,0.018218258,88,5-022,5-022.14,SAN JOAQUIN VALLEY,Kern Groundwater Authority GSA,1592.495818,0.018135341,0.995448643
CA1500409,BROCK MUTUAL WATER COMPANY,A,P,KERN,462,C,11/27/18 0:00,11/27/18 0:00,2/10/20 0:00,29,CA,0.174431057,88,5-022,5-022.14,SAN JOAQUIN VALLEY,Kern Groundwater Authority GSA,1592.495818,0.173736339,0.996017231
CA1500378,MAHER MUTUAL WATER COMPANY,A,P,KERN,150,C,7/16/19 0:00,1/9/15 0:00,2/10/20 0:00,29,CA,0.174447565,88,5-022,5-022.14,SAN JOAQUIN VALLEY,Kern Groundwater Authority GSA,1592.495818,0.173752846,0.996017608
CA1500546,HARVEST MOON MUTUAL WATER CO,A,P,KERN,138,C,6/11/19 0:00,5/28/15 0:00,2/10/20 0:00,29,CA,0.354240884,88,5-022,5-022.14,SAN JOAQUIN VALLEY,Kern Groundwater Authority GSA,1592.495818,0.352998551,0.996492971
CA1500560,KRANENBURG WATER SYSTEM,A,P,KERN,42,C,7/5/17 0:00,7/5/17 0:00,2/10/20 0:00,29,CA,0.024597884,88,5-022,5-022.14,SAN JOAQUIN VALLEY,Kern Groundwater Authority GSA,1592.495818,0.024514966,0.996629068
CA1510019,"SHAFTER, CITY OF",A,L,KERN,20500,C,2/6/20 0:00,7/16/19 0:00,2/10/20 0:00,29,CA,29.78321507,88,5-022,5-022.14,SAN JOAQUIN VALLEY,Kern Groundwater Authority GSA,1592.495818,29.71421724,0.997683332
CA1510001,ARVIN COMMUNITY SERVICES DIST,A,L,KERN,21947,C,12/13/19 0:00,7/16/19 0:00,2/10/20 0:00,29,CA,3.061620505,88,5-022,5-022.14,SAN JOAQUIN VALLEY,Kern Groundwater Authority GSA,1592.495818,3.060195926,0.999534698
CA1502645,MEADOWS OF THE KERN MUTUAL WATER COMPANY,A,P,KERN,32,C,10/16/19 0:00,1/9/15 0:00,2/10/20 0:00,29,CA,0.100696859,88,5-022,5-022.14,SAN JOAQUIN VALLEY,Kern Groundwater Authority GSA,1592.495818,0.100667918,0.999712599
CA1500593,UPLANDS OF THE KERN MUTUAL WATER COMPANY,A,P,KERN,80,C,10/16/19 0:00,1/9/15 0:00,2/10/20 0:00,29,CA,0.095726786,88,5-022,5-022.14,SAN JOAQUIN VALLEY,Kern Groundwater Authority GSA,1592.495818,0.095713342,0.999859555
CA1500544,ENOS LANE PUBLIC UTILITY DISTRICT,A,P,KERN,365,C,7/16/19 0:00,7/16/19 0:00,2/10/20 0:00,29,CA,0.15701335,88,5-022,5-022.14,SAN JOAQUIN VALLEY,Kern Groundwater Authority GSA,1592.495818,0.15701335,1
CA1510802,KERN VALLEY STATE PRISON,A,S,KERN,5300,C,7/24/19 0:00,1/9/15 0:00,2/10/20 0:00,29,CA,1.02746567,88,5-022,5-022.14,SAN JOAQUIN VALLEY,Kern Groundwater Authority GSA,1592.495818,1.02746567,1
CA1500518,AGBAYANI VILLAGE WATER SYSTEM,A,P,KERN,38,C,1/8/19 0:00,9/17/18 0:00,2/10/20 0:00,29,CA,0.057950455,88,5-022,5-022.14,SAN JOAQUIN VALLEY,Kern Groundwater Authority GSA,1592.495818,0.057950455,1
CA1503475,WESTERN ACRES MUTUAL WATER COMPANY,A,P,KERN,310,C,6/11/19 0:00,1/9/15 0:00,2/10/20 0:00,29,CA,1.008931691,88,5-022,5-022.14,SAN JOAQUIN VALLEY,Kern Groundwater Authority GSA,1592.495818,1.008931691,1
CA1500216,OPAL FRY AND SON,A,P,KERN,40,C,12/4/19 0:00,1/9/15 0:00,2/10/20 0:00,29,CA,0.280722175,88,5-022,5-022.14,SAN JOAQUIN VALLEY,Kern Groundwater Authority GSA,1592.495818,0.280722175,1
CA1502620,POND MUTUAL WATER COMPANY,A,P,KERN,48,C,10/29/18 0:00,5/17/17 0:00,2/10/20 0:00,29,CA,0.008115867,88,5-022,5-022.14,SAN JOAQUIN VALLEY,Kern Groundwater Authority GSA,1592.495818,0.008115867,1
CA1502164,LLANAS CAMP FOUR WATER SYSTEM,A,P,KERN,54,C,6/11/19 0:00,12/14/18 0:00,2/10/20 0:00,29,CA,0.033621647,88,5-022,5-022.14,SAN JOAQUIN VALLEY,Kern Groundwater Authority GSA,1592.495818,0.033621647,1
CA1500555,MUSTANG MUTUAL WATER SYSTEM,A,P,KERN,200,C,11/5/18 0:00,1/9/15 0:00,2/10/20 0:00,29,CA,0.074328766,88,5-022,5-022.14,SAN JOAQUIN VALLEY,Kern Groundwater Authority GSA,1592.495818,0.074328766,1
CA1500543,AGAPE MUTUAL WATER SYSTEM,A,P,KERN,60,C,5/20/19 0:00,5/20/19 0:00,2/10/20 0:00,29,CA,0.02615472,88,5-022,5-022.14,SAN JOAQUIN VALLEY,Kern Groundwater Authority GSA,1592.495818,0.02615472,1
CA1500561,ROUND MOUNTAIN WATER COMPANY,A,P,KERN,50,C,11/4/19 0:00,1/9/15 0:00,2/10/20 0:00,29,CA,0.067759037,88,5-022,5-022.14,SAN JOAQUIN VALLEY,Kern Groundwater Authority GSA,1592.495818,0.067759037,1
CA1500584,GOOSELAKE WATER COMPANY,A,P,KERN,90,C,4/24/17 0:00,5/25/16 0:00,2/10/20 0:00,29,CA,0.121692465,88,5-022,5-022.14,SAN JOAQUIN VALLEY,Kern Groundwater Authority GSA,1592.495818,0.121692465,1
CA1502600,WEGIS MUTUAL WATER COMPANY,A,P,KERN,51,C,6/28/19 0:00,4/20/16 0:00,2/10/20 0:00,29,CA,0.099421531,88,5-022,5-022.14,SAN JOAQUIN VALLEY,Kern Groundwater Authority GSA,1592.495818,0.099421531,1
CA1502383,NORD ROAD WATER ASSOCIATION,A,P,KERN,32,C,7/16/19 0:00,1/9/15 0:00,2/10/20 0:00,29,CA,0.070384461,88,5-022,5-022.14,SAN JOAQUIN VALLEY,Kern Groundwater Authority GSA,1592.495818,0.070384461,1
CA1510801,WASCO ST. PRISON RECEPTION CTR,A,S,KERN,6514,C,7/16/19 0:00,7/15/19 0:00,2/10/20 0:00,29,CA,0.441837581,88,5-022,5-022.14,SAN JOAQUIN VALLEY,Kern Groundwater Authority GSA,1592.495818,0.441837581,1
CA1502629,HEATH BRIMHALL P.O.A.,A,P,KERN,31,C,12/27/19 0:00,11/12/19 0:00,2/10/20 0:00,29,CA,0.035602701,88,5-022,5-022.14,SAN JOAQUIN VALLEY,Kern Groundwater Authority GSA,1592.495818,0.035602701,1
CA1502545,SCHWEIKART WATER SYSTEM,A,P,KERN,37,C,2/25/15 0:00,1/9/15 0:00,2/10/20 0:00,29,CA,0.009294154,88,5-022,5-022.14,SAN JOAQUIN VALLEY,Kern Groundwater Authority GSA,1592.495818,0.009294154,1
CA1500314,DEL ORO WC - COUNTRY ESTATES DIST,A,P,KERN,297,C,7/3/19 0:00,8/1/18 0:00,2/10/20 0:00,29,CA,0.120188226,89,5-022,5-022.14,SAN JOAQUIN VALLEY,Kern River GSA,356.5373638,0.016025299,0.133335018
CA1500211,STOCKDALE ANNEX MUTUAL WATER,A,P,KERN,433,C,7/5/17 0:00,1/9/15 0:00,2/10/20 0:00,29,CA,0.69467064,89,5-022,5-022.14,SAN JOAQUIN VALLEY,Kern River GSA,356.5373638,0.100810567,0.145119947
CA1510004,"CASA LOMA WATER CO, INC.",A,P,KERN,900,C,6/11/19 0:00,1/9/15 0:00,2/10/20 0:00,29,CA,1.057075738,89,5-022,5-022.14,SAN JOAQUIN VALLEY,Kern River GSA,356.5373638,0.159414826,0.150807383
CA1510029,VAUGHN WC INC,A,P,KERN,32330,C,12/13/19 0:00,9/18/18 0:00,2/10/20 0:00,29,CA,29.9407322,89,5-022,5-022.14,SAN JOAQUIN VALLEY,Kern River GSA,356.5373638,5.07451628,0.169485377
CA1500096,OLD RIVER MUTUAL WATER COMPANY,A,P,KERN,48,C,6/11/19 0:00,6/13/16 0:00,2/10/20 0:00,29,CA,0.200881296,89,5-022,5-022.14,SAN JOAQUIN VALLEY,Kern River GSA,356.5373638,0.035693832,0.177686189
CA1500096,OLD RIVER MUTUAL WATER COMPANY,A,P,KERN,48,C,6/11/19 0:00,6/13/16 0:00,2/10/20 0:00,29,CA,0.200881296,89,5-022,5-022.14,SAN JOAQUIN VALLEY,Kern River GSA,356.5373638,0.036613744,0.182265572
CA1500557,STOCKDALE RANCHOS MUTUAL WATER CO,A,P,KERN,393,C,6/25/19 0:00,9/18/18 0:00,2/10/20 0:00,29,CA,0.151967033,89,5-022,5-022.14,SAN JOAQUIN VALLEY,Kern River GSA,356.5373638,0.031609377,0.208001543
CA1500096,OLD RIVER MUTUAL WATER COMPANY,A,P,KERN,48,C,6/11/19 0:00,6/13/16 0:00,2/10/20 0:00,29,CA,0.200881296,89,5-022,5-022.14,SAN JOAQUIN VALLEY,Kern River GSA,356.5373638,0.104434656,0.51988243
CA1510012,LAMONT PUBLIC UTILITY DIST,A,L,KERN,19057,C,1/10/20 0:00,9/14/17 0:00,2/10/20 0:00,29,CA,3.651195907,89,5-022,5-022.14,SAN JOAQUIN VALLEY,Kern River GSA,356.5373638,2.063376614,0.565123501
CA1510015,OILDALE MWC,A,P,KERN,34133,C,7/29/19 0:00,12/5/18 0:00,2/10/20 0:00,29,CA,16.95136448,89,5-022,5-022.14,SAN JOAQUIN VALLEY,Kern River GSA,356.5373638,10.13021654,0.597604786
CA1500344,SOUTH KERN MUTUAL WATER COMPANY,A,P,KERN,32,C,10/18/17 0:00,1/9/15 0:00,2/10/20 0:00,29,CA,0.060806704,89,5-022,5-022.14,SAN JOAQUIN VALLEY,Kern River GSA,356.5373638,0.036613744,0.602133351
CA1510003,CWS - BAKERSFIELD,A,P,KERN,258035,C,2/6/20 0:00,6/18/19 0:00,2/10/20 0:00,29,CA,67.60445315,89,5-022,5-022.14,SAN JOAQUIN VALLEY,Kern River GSA,356.5373638,57.21820218,0.846367355
CA1510004,"CASA LOMA WATER CO, INC.",A,P,KERN,900,C,6/11/19 0:00,1/9/15 0:00,2/10/20 0:00,29,CA,1.057075738,89,5-022,5-022.14,SAN JOAQUIN VALLEY,Kern River GSA,356.5373638,0.897660912,0.849192617
CA1500211,STOCKDALE ANNEX MUTUAL WATER,A,P,KERN,433,C,7/5/17 0:00,1/9/15 0:00,2/10/20 0:00,29,CA,0.69467064,89,5-022,5-022.14,SAN JOAQUIN VALLEY,Kern River GSA,356.5373638,0.593860073,0.854880053
CA1510055,CWS - NORTH GARDEN,A,P,KERN,24208,C,7/12/19 0:00,7/12/19 0:00,2/10/20 0:00,29,CA,12.83244986,89,5-022,5-022.14,SAN JOAQUIN VALLEY,Kern River GSA,356.5373638,11.5522371,0.900236294
CA1510006,EAST NILES CSD,A,L,KERN,31772,C,3/20/19 0:00,7/6/17 0:00,2/10/20 0:00,29,CA,7.988681531,89,5-022,5-022.14,SAN JOAQUIN VALLEY,Kern River GSA,356.5373638,7.760635482,0.971453857
CA1500553,RANCHOS DEL RIO,A,P,KERN,62,C,12/12/19 0:00,1/9/15 0:00,2/10/20 0:00,29,CA,0.150977287,89,5-022,5-022.14,SAN JOAQUIN VALLEY,Kern River GSA,356.5373638,0.147415732,0.976409995
CA1510031,"BAKERSFIELD, CITY OF",A,L,KERN,148015,C,11/4/19 0:00,7/12/19 0:00,2/10/20 0:00,29,CA,58.93521646,89,5-022,5-022.14,SAN JOAQUIN VALLEY,Kern River GSA,356.5373638,57.76133444,0.980081824
CA1500231,VICTORY MUTUAL WATER COMPANY,A,P,KERN,849,C,6/11/19 0:00,9/18/18 0:00,2/10/20 0:00,29,CA,0.108234423,89,5-022,5-022.14,SAN JOAQUIN VALLEY,Kern River GSA,356.5373638,0.107879124,0.996717316
CA1500349,STOCKDALE MUTUAL WATER CO.,A,P,KERN,200,C,10/16/19 0:00,1/9/15 0:00,2/10/20 0:00,29,CA,0.100817907,89,5-022,5-022.14,SAN JOAQUIN VALLEY,Kern River GSA,356.5373638,0.100810567,0.999927189
CA1500289,ATHAL MUTUAL WATER SYSTEM,A,P,KERN,150,C,8/30/18 0:00,1/9/15 0:00,2/10/20 0:00,29,CA,0.033714599,89,5-022,5-022.14,SAN JOAQUIN VALLEY,Kern River GSA,356.5373638,0.033714599,1
CA1502465,PANAMA ROAD PROPERTY OWNERS ASSOC,A,P,KERN,45,C,9/18/18 0:00,9/18/18 0:00,2/10/20 0:00,29,CA,0.061552019,89,5-022,5-022.14,SAN JOAQUIN VALLEY,Kern River GSA,356.5373638,0.061552019,1
CA1503526,WINI MUTUAL WATER COMPANY,A,P,KERN,29,C,12/10/18 0:00,1/9/15 0:00,2/10/20 0:00,29,CA,0.045102637,89,5-022,5-022.14,SAN JOAQUIN VALLEY,Kern River GSA,356.5373638,0.045102637,1
CA1502699,EAST WILSON ROAD WATER COMPANY,A,P,KERN,35,C,12/10/18 0:00,1/9/15 0:00,2/10/20 0:00,29,CA,0.121397378,89,5-022,5-022.14,SAN JOAQUIN VALLEY,Kern River GSA,356.5373638,0.121397378,1
